atclNo,cortarNo,rletTpCd,tradTpCd,flrInfo,prc,spc1,spc2,direction,lat,lng,atclFetrDesc,tagList,rltrNm
2059047483,1111012400,A03,A1,13/18,130000,173,130,북서향,37.57513,126.981231,"경복궁 전망, 양창형 , 입주가능 매매","['25년이내', '역세권', '대형평수', '방두개']",명성공인중개사사무소
2059049626,1111017500,D04,A1,2/0,650000,286,252,,37.57128,127.017258,동묘역 2분거리 신축가능한 토지 매매합니다,['역세권'],2호선 공인중개사사무소
2059048028,1111018300,E03,A1,-,270000,678,0,,37.610717,126.963783,평창동 미술관 건물 매매,[],경복궁 공인중개사 사무소
2059052101,1111011300,C03,A1,1/0,180000,222,92,남서향,37.577298,126.968692,필운동 한옥주택 매매,"['역세권', '방네개이상', '화장실두개']",경복궁 공인중개사 사무소
2059051480,1111018400,C02,A1,5/5,50000,115,81,남서향,37.594635,126.964015,부암동 아파트형 빌라 매매,"['25년이내', '탑층', '방세개']",경복궁 공인중개사 사무소
2059042757,1111017500,A01,A1,12/13,10800,17,12,,37.57382,127.021301,급매 도시형행활주택 교통 최상급 로얄층 취득세 1.1프로,"['10년이내', '역세권', '급매', '소형평수']",88부동산공인중개사사무소
2059028358,1111018600,C02,A1,3/3,27000,53,53,동향,37.60387,126.959493,세검정초등학교 서쪽 공기맑고 살기편한 다세대주택,"['소형평수', '탑층', '방세개']",동양공인중개사사무소
2059050571,1111011500,C02,A1,3/4,65000,58,53,남향,37.575491,126.96529,올수리된 사직동 빌라 매매,"['25년이상', '올수리', '소형평수']",경복궁 공인중개사 사무소
2059029496,1111018600,C02,A1,-1/3,14000,37,37,서향,37.603468,126.960149,세검정초등학교 서쪽 조용하고 살기편한 다세대주택,"['소형평수', '방두개', '화장실한개']",동양공인중개사사무소
2059029668,1111018600,C02,A1,2/3,58000,101,101,남향,37.602272,126.96308,백사실 계곡 입구 공기맑고 살기편한 빌라,"['방네개이상', '화장실두개', '주차가능']",동양공인중개사사무소
2059034498,1111018300,C02,A1,2/3,130000,292,227,남향,37.606756,126.965259,전세8억5천 2021년4월까지,"['25년이상', '대형평수', '방네개이상', '화장실두개']",제일부동산중개
2059050282,1111018400,C02,A1,1/4,25000,67,58,남향,37.597422,126.966528,부암동 지분많은 연립주택 매매,"['25년이상', '1층', '방세개', '화장실한개']",경복궁 공인중개사 사무소
2059030776,1111017400,D05,A1,4/-1,190000,138,256,,37.575334,127.015305,주인 거주 중인 월세 나오는 근생 및 다가구주택 입니다.,['역세권'],미래공인중개사사무소
2059046020,1111018500,C02,A1,2/3,90000,259,199,,37.601325,126.957087,"상명부초 인근의 고급빌라, 방4","['25년이상', '대형평수', '방네개이상']",이화부동산
2059048785,1111018300,C02,A1,2/3,105000,184,153,남향,37.607846,126.967899,고급빌라 단지내 정남향,"['25년이상', '대형평수', '방네개이상', '화장실두개']",제일부동산중개
2059027643,1111018500,C02,A1,3/3,85000,153,153,남향,37.601411,126.957598,상명대학교 후문 근처 전망좋고 살기편한 빌라,"['대형평수', '탑층', '방네개이상']",동양공인중개사사무소
2058994089,1111018400,C02,A1,2/3,33000,106,73,남향,37.597332,126.965218,전망 좋고 내부 수리된 모던한 빌라,"['방세개', '화장실두개', '주차가능', '총3층']",(주)하림큰부동산중개
2058948586,1111018300,C03,A1,2/-1,240000,428,327,,37.611865,126.972771,보안 관리 너무 우수한 북악빌리지 매매,"['방네개이상', '화장실세개', '주차가능']",방배원부동산중개법인주식회사
2059022341,1111018300,C02,A1,1/3,120000,238,205,남향,37.607846,126.967899,1층전용 마당있는 복층구조 급매,"['마당', '1층', '급매']",제일공인중개사사무소
2059015256,1111017500,C03,A1,2/-1,130000,122,209,남서향,37.574227,127.017195,동묘역 도보 2분 거리의 초역세권 주택입니다.,"['25년이상', '역세권', '방네개이상', '화장실세개']",충남공인중개사사무소
2059025611,1111018600,C03,A1,2/-1,85000,139,122,,37.605358,126.959699,조용한 위치ㅣ신영동 2층단독주택ㅣ최근에 전체 올수리,"['25년이상', '올수리', '방네개이상']",스타공인중개사사무소
2058963245,1111011500,D02,A1,-2/4,240000,1556,817,,37.574434,126.968912,,"['역세권', '총4층']",허브부동산공인중개사
2058948547,1111018300,C03,A1,2/-1,240000,455,350,,37.612122,126.972845,아름다운 평창동 뷰와 티타임 한잔,"['방네개이상', '화장실세개', '주차가능']",방배원부동산중개법인주식회사
2058925104,1111018300,C03,A1,2/-1,270000,729,311,남동향,37.609976,126.963599,"최고 조망권, 장방형 넓은 정원 ","['25년이내', '방네개이상', '화장실네개이상']",파스칼(Pascal)부동산공인중개사사무소
2059022859,1111016200,A01,A1,7/14,23000,28,20,동향,37.574263,127.001772,역세권 깨끗한 공실입니다,"['4년이내', '역세권', '소형평수']",닥터부동산중개법인
2058963692,1111011700,D04,A1,3/0,1600000,267,705,,37.571028,126.974558,상업지역 임대용건물 정비구역 광화문권,['역세권'],그랑자이공인중개사사무소
2058993870,1111018200,C03,A1,2/-1,155000,264,252,,37.613868,126.953978,주택단지내 조망권 좋고 조용한 단독주택입니다.,"['마당', '방네개이상', '화장실세개', '주차가능']",스타공인중개사사무소
2059022711,1111018300,C02,A1,1/3,82000,198,149,남향,37.610071,126.96737,전망좋고 채광좋은 넓은빌라 매매,"['1층', '대형평수', '방네개이상']",제일공인중개사사무소
2058997479,1111018400,C02,A1,1/3,42000,106,68,남향,37.597332,126.965218,내부 올수리된 모던하고 세련된 빌라,"['올수리', '1층', '방세개']",(주)하림큰부동산중개
2058996567,1111018300,C03,A1,2/-1,280000,436,332,남향,37.607402,126.964566,평창동 중심지 도로 접근성 좋은 고급 단독주택,"['방네개이상', '화장실네개이상', '주차가능', '남향']",(주)하림큰부동산중개
2058997986,1111011700,D03,A1,5/-1,350000,87,478,,37.572471,126.974125,일반상업지역 지상5층빌딩,['역세권'],빌딩매매전문곰공인중개사사무소
2058953659,1111018300,C02,A1,5/5,45000,121,110,,37.606353,126.967615,서울예고를 한눈에 볼 수 있는 탁트인뷰 로얄 02 739 7888,"['25년이내', '탑층', '방세개', '화장실두개']",로얄부동산공인중개사사무소
2058851765,1111018300,A01,A1,3/3,130000,188,144,남향,37.60753,126.967628,북층이며 내부 관리 잘 되어 깨끗하며 조용하고 밝고 전망 좋음,"['25년이상', '복층', '대형평수', '탑층']",굿모닝공인중개사무소
2058995086,1111018300,C03,A1,1/-1,300000,718,164,,37.612551,126.977583,평창동 중심지 큰 도로 코너 접근성 좋은 고급 단독주택,"['방네개이상', '화장실세개', '주차가능']",(주)하림큰부동산중개
2059019357,1111017500,C03,A1,1/0,32000,59,33,,37.579418,127.016854,6호선 창신역세권 주인거주,"['25년이상', '역세권', '방세개', '화장실한개']",숭인공인중개사사무소
2058736133,1111011800,A02,A1,7/18,28500,74,37,남향,37.573449,126.973341,"분리형.수납좋고 ,  관리비저렴.더블역세권의 오피스텔.주택임대사업자임","['25년이내', '역세권', '화장실한개']",건국공인중개사사무소
2058799185,1111018300,A01,A1,7/13,20000,45,30,서향,37.604649,126.96375,뷰가뛰어나요 웰빙 조용 귀한소형아파트 월세도가능,"['25년이내', '소형평수', '방한개', '화장실한개']",서울공인중개사사무소
2057999153,1111018100,C02,A1,4/4,28000,70,51,북서향,37.574006,126.962934,주차가능. 빠른입주 가능.,"['역세권', '탑층', '방세개']",하이부동산 공인중개사 사무소
2058824153,1111011800,A02,A1,7/18,30000,74,37,동향,37.573449,126.973341,사업자 임대중 ,"['25년이내', '역세권', '화장실한개', '방한개']",광화문114공인중개사사무소
2058836963,1111011800,A02,A1,12/18,28500,74,37,남향,37.573449,126.973341,"전세끼고 매매, 미닫이 분리형으로 수납장 많은 타입","['25년이내', '역세권', '화장실한개']",아침공인중개사무소
2058847611,1111018500,C03,A1,1/0,310000,509,192,동향,37.600269,126.956041,멋진한옥 전망좋고 깨끗함,"['방네개이상', '화장실네개이상', '주차가능', '동향']",양지공인중개사
